snippet_std,preprocessed_snippet,date_std,source
Sick Victorian children will be able to access life changing medicinal cannabis as early as next year,"['Sick', 'Victorian', 'child', 'able', 'access', 'life', 'changing', 'medicinal', 'cannabis', 'early', 'next', 'year']",2016-04-19,snippet
WA mum calls for medicinal cannabis trial For chronic pain sufferers like nine year old Lily Poulter life is about numbers For Lily the,"['WA', 'mum', 'call', 'medicinal', 'cannabis', 'trial', 'For', 'chronic', 'pain', 'sufferer', 'like', 'nine', 'year', 'old', 'Lily', 'Poulter', 'life', 'number', 'For', 'Lily']",2015-05-03,snippet
An Adelaide woman charged with drug offences over the supply of medicinal cannabis has pleaded not guilty,"['An', 'Adelaide', 'woman', 'charged', 'drug', 'offence', 'supply', 'medicinal', 'cannabis', 'pleaded', 'guilty']",2018-01-11,snippet
When Barry and Joy Lambert donated nearly 34 million to the University of Sydney for medicinal cannabis re,"['When', 'Barry', 'Joy', 'Lambert', 'donated', 'nearly', '34', 'million', 'University', 'Sydney', 'medicinal', 'cannabis']",2016-09-12,snippet
The law should be changed as soon as possible to make it legal for people suffering terminal illness to be treated with medicinal cannabis,"['The', 'law', 'changed', 'soon', 'possible', 'make', 'legal', 'people', 'suffering', 'terminal', 'illness', 'treated', 'medicinal', 'cannabis']",2015-01-11,snippet
Health Minister Kim Hames says WA will not be joining NSW in medicinal cannabis trials because research is,"['Health', 'Minister', 'Kim', 'Hames', 'say', 'WA', 'joining', 'NSW', 'medicinal', 'cannabis', 'trial', 'research']",2015-04-19,snippet
Medicinal cannabis is expected to become easier for sick Australians to access under new import laws announced by Health Minister Greg Hunt,"['Medicinal', 'cannabis', 'expected', 'become', 'easier', 'sick', 'Australians', 'access', 'new', 'import', 'law', 'announced', 'Health', 'Minister', 'Greg', 'Hunt']",2017-02-22,snippet
Lyn is one of many Australians who have struggled to access prescription medicinal cannabis since it was legalised more than two years ago,"['Lyn', 'one', 'many', 'Australians', 'struggled', 'access', 'prescription', 'medicinal', 'cannabis', 'since', 'legalised', 'two', 'year', 'ago']",2019-08-16,snippet
Today s vote will fast track access to medical cannabis for a small group of terminally ill patients who have already been prescribed the,"['Today', 'vote', 'fast', 'track', 'access', 'medical', 'cannabis', 'small', 'group', 'terminally', 'ill', 'patient', 'already', 'prescribed']",2017-06-13,snippet
The Victorian Law Reform Commission has been asked to review the changes needed to allow the use of medicinal cannabis,"['The', 'Victorian', 'Law', 'Reform', 'Commission', 'asked', 'review', 'change', 'needed', 'allow', 'use', 'medicinal', 'cannabis']",2014-12-19,snippet
operational medicinal cannabis farm in the country The farm is the first fully operational medicinal cannabis farm in the country AddedAug 27th 2019,"['operational', 'medicinal', 'cannabis', 'farm', 'country', 'The', 'farm', 'first', 'fully', 'operational', 'medicinal', 'cannabis', 'farm', 'country', 'AddedAug', '27th', '2019']",,snippet
The Office of Drug Control has granted AusCann a licence to grow medicinal cannabis in Western Australia,"['The', 'Office', 'Drug', 'Control', 'granted', 'AusCann', 'licence', 'grow', 'medicinal', 'cannabis', 'Western', 'Australia']",2017-05-05,snippet
The move to embrace medicinal use of cannabis which is an illicit substance in Australia has sparked interest from other state governments,"['The', 'move', 'embrace', 'medicinal', 'use', 'cannabis', 'illicit', 'substance', 'Australia', 'sparked', 'interest', 'state', 'government']",2015-06-23,snippet
An ex serviceman who uses medicinal cannabis to treat his health issues may lose his licence after he was d,"['An', 'ex', 'serviceman', 'us', 'medicinal', 'cannabis', 'treat', 'health', 'issue', 'may', 'lose', 'licence']",2022-10-31,snippet
The cost of medicinal cannabis has halved over the past year but Australian patients are still paying 25 p,"['The', 'cost', 'medicinal', 'cannabis', 'halved', 'past', 'year', 'Australian', 'patient', 'still', 'paying', '25', 'p']",2018-10-26,snippet
Sleep experts are recruiting hundreds of sufferers across the country to see whether medicinal cannabis as a treatment lives up to the hype,"['Sleep', 'expert', 'recruiting', 'hundred', 'sufferer', 'across', 'country', 'see', 'whether', 'medicinal', 'cannabis', 'treatment', 'life', 'hype']",2022-11-04,snippet
I am absolutely livid that I have an incurable medical condition that can be assisted with medicinal cannabis and while people from the,"['I', 'absolutely', 'livid', 'I', 'incurable', 'medical', 'condition', 'assisted', 'medicinal', 'cannabis', 'people']",2020-02-04,snippet
About 30 adults will participate in the first of three trials which will test whether medicinal cannabis alleviates symptoms and pain for,"['About', '30', 'adult', 'participate', 'first', 'three', 'trial', 'test', 'whether', 'medicinal', 'cannabis', 'alleviates', 'symptom', 'pain']",2015-07-27,snippet
Medicinal marijuana group MGC Pharmaceuticals has successfully shipped its first tetrahydrocannabinol or THC line of Mercury Pharma,"['Medicinal', 'marijuana', 'group', 'MGC', 'Pharmaceuticals', 'successfully', 'shipped', 'first', 'tetrahydrocannabinol', 'THC', 'line', 'Mercury', 'Pharma']",2020-10-12,snippet
MediCann Health believes Australia has not scratched the surface of what medicinal cannabis can do for people s health and wellbeing,"['MediCann', 'Health', 'belief', 'Australia', 'scratched', 'surface', 'medicinal', 'cannabis', 'people', 'health', 'wellbeing']",2022-09-11,snippet
ASX listed and medicinal marijuana group MGC Pharmaceuticals has achieved record weekly sales growth of its Mercury Pharma medicinal,"['ASX', 'listed', 'medicinal', 'marijuana', 'group', 'MGC', 'Pharmaceuticals', 'achieved', 'record', 'weekly', 'sale', 'growth', 'Mercury', 'Pharma', 'medicinal']",2020-10-20,snippet
MGC Pharmaceuticals has joined Brazil s leading merchant bank in its quest to conquer Latin America s burgeoning medicinal cannabis market,"['MGC', 'Pharmaceuticals', 'joined', 'Brazil', 'leading', 'merchant', 'bank', 'quest', 'conquer', 'Latin', 'America', 'burgeoning', 'medicinal', 'cannabis', 'market']",2019-11-21,snippet
Perth s first medicinal cannabis clinic aims to help doctors and patients access the drug faster and with less red tape but it is not,"['Perth', 'first', 'medicinal', 'cannabis', 'clinic', 'aim', 'help', 'doctor', 'patient', 'access', 'drug', 'faster', 'le', 'red', 'tape']",2018-12-12,snippet
MGC Pharma has begun a clinical trial in Perth for its CogniCann cannabis medicine which aims to treat symptoms associated with dementia,"['MGC', 'Pharma', 'begun', 'clinical', 'trial', 'Perth', 'CogniCann', 'cannabis', 'medicine', 'aim', 'treat', 'symptom', 'associated', 'dementia']",2020-03-08,snippet
MGC Pharmaceuticals has surpassed 1000 prescriptions delivered for its medical cannabis based products to more than 500 unique patients,"['MGC', 'Pharmaceuticals', 'surpassed', '1000', 'prescription', 'delivered', 'medical', 'cannabis', 'based', 'product', '500', 'unique', 'patient']",2019-10-31,snippet
The first crop of medical cannabis was harvested last week its goal of producing high quality locally grown medicinal cannabis,"['The', 'first', 'crop', 'medical', 'cannabis', 'harvested', 'last', 'week', 'goal', 'producing', 'high', 'quality', 'locally', 'grown', 'medicinal', 'cannabis']",2018-05-08,snippet
MGC Pharmaceuticals has surpassed 1800 prescriptions delivered for its medical cannabis based products across the globe,"['MGC', 'Pharmaceuticals', 'surpassed', '1800', 'prescription', 'delivered', 'medical', 'cannabis', 'based', 'product', 'across', 'globe']",2019-12-17,snippet
The Australian operations of MGC Pharmaceuticals have been given a potential boost following the recent move by the Therapeutic Goods,"['The', 'Australian', 'operation', 'MGC', 'Pharmaceuticals', 'given', 'potential', 'boost', 'following', 'recent', 'move', 'Therapeutic', 'Goods']",2020-09-14,snippet
ASX listed MGC Pharmaceuticals has successfully harvested its first test crop of medicinal cannabis at its Slovenian facilities,"['ASX', 'listed', 'MGC', 'Pharmaceuticals', 'successfully', 'harvested', 'first', 'test', 'crop', 'medicinal', 'cannabis', 'Slovenian', 'facility']",2016-12-29,snippet
MGC Pharmaceuticals has signed a seven year supply deal with Brazilian medical cannabis company Onix,"['MGC', 'Pharmaceuticals', 'signed', 'seven', 'year', 'supply', 'deal', 'Brazilian', 'medical', 'cannabis', 'company', 'Onix']",2020-03-02,snippet
Medical cannabis turn around by AMA Illustration Don Lindsay years in developing medicinal cannabis to treat a wide range of illnesses,"['Medical', 'cannabis', 'turn', 'around', 'AMA', 'Illustration', 'Don', 'Lindsay', 'year', 'developing', 'medicinal', 'cannabis', 'treat', 'wide', 'range', 'illness']",2018-01-30,snippet
Amanda Merendino has been forced to take on a second job to pay for the medicinal cannabis that helps her epilepsy,"['Amanda', 'Merendino', 'forced', 'take', 'second', 'job', 'pay', 'medicinal', 'cannabis', 'help', 'epilepsy']",2018-12-07,snippet
MGC Pharma has secured an import licence paving the way for the medicinal cannabis supplier to source products direct from its European,"['MGC', 'Pharma', 'secured', 'import', 'licence', 'paving', 'way', 'medicinal', 'cannabis', 'supplier', 'source', 'product', 'direct', 'European']",2020-07-08,snippet
Medicinal cannabis company MMJ Phytotech says it has received and endorsed an unsolicited superior offer to list two of its subsidiaries in,"['Medicinal', 'cannabis', 'company', 'MMJ', 'Phytotech', 'say', 'received', 'endorsed', 'unsolicited', 'superior', 'offer', 'list', 'two', 'subsidiary']",2016-11-02,snippet
The first two commercial shipments of medicinal cannabis products have arrived in Australia under the federal government s new policy to,"['The', 'first', 'two', 'commercial', 'shipment', 'medicinal', 'cannabis', 'product', 'arrived', 'Australia', 'federal', 'government', 'new', 'policy']",2017-05-02,snippet
Perth based ASX listed company to import medical marijuana MGC Pharmaceuticals says its cannabis derived medicinal products will be,"['Perth', 'based', 'ASX', 'listed', 'company', 'import', 'medical', 'marijuana', 'MGC', 'Pharmaceuticals', 'say', 'cannabis', 'derived', 'medicinal', 'product']",2017-02-23,snippet
its reach beyond resources and agriculture with a 15 million investment in Perth based medicinal cannabis producer Little Green Pharma,"['reach', 'beyond', 'resource', 'agriculture', '15', 'million', 'investment', 'Perth', 'based', 'medicinal', 'cannabis', 'producer', 'Little', 'Green', 'Pharma']",2021-06-21,snippet
Australian medicinal cannabis revenue is tipped to double this year amid growing confidence in the emerging sector,"['Australian', 'medicinal', 'cannabis', 'revenue', 'tipped', 'double', 'year', 'amid', 'growing', 'confidence', 'emerging', 'sector']",2021-04-02,snippet
A LEGAL South Australian made medicinal cannabis will be made available to Australian patients within weeks,"['A', 'LEGAL', 'South', 'Australian', 'made', 'medicinal', 'cannabis', 'made', 'available', 'Australian', 'patient', 'within', 'week']",2017-08-12,snippet
MEDICINAL marijuana has been legalised with the Federal Government approving the trade and import of the drug,"['MEDICINAL', 'marijuana', 'legalised', 'Federal', 'Government', 'approving', 'trade', 'import', 'drug']",2017-02-21,snippet
Olivia Newton John will champion the use of medicinal cannabis when she is in Australia this week to raise money for her wellness and,"['Olivia', 'Newton', 'John', 'champion', 'use', 'medicinal', 'cannabis', 'Australia', 'week', 'raise', 'money', 'wellness']",2017-09-03,snippet
Emyria could eventually expand its clinical trial grade data system used to accelerate the development of its medicinal cannabis and,"['Emyria', 'could', 'eventually', 'expand', 'clinical', 'trial', 'grade', 'data', 'system', 'used', 'accelerate', 'development', 'medicinal', 'cannabis']",2022-04-25,snippet
Affinity Energy and Health has joined a rather exclusive club of companies that have received approval to establish a medicinal cannabis,"['Affinity', 'Energy', 'Health', 'joined', 'rather', 'exclusive', 'club', 'company', 'received', 'approval', 'establish', 'medicinal', 'cannabis']",2018-12-04,snippet
Perth based medicinal cannabis company Cannaponics has raised 1 5 million in its first round of seed capital as it works to develop a 15m,"['Perth', 'based', 'medicinal', 'cannabis', 'company', 'Cannaponics', 'raised', '1', '5', 'million', 'first', 'round', 'seed', 'capital', 'work', 'develop', '15m']",2020-09-18,snippet
GPs will become a one stop shop for patients seeking medicinal cannabis under law changes designed to improve access to the drug for,"['GPs', 'become', 'one', 'stop', 'shop', 'patient', 'seeking', 'medicinal', 'cannabis', 'law', 'change', 'designed', 'improve', 'access', 'drug']",2019-11-11,snippet
MGC Pharmaceuticals has a new agreement with Anden Bio Naturals to produce and supply white labelled cannabis based medicinal products into,"['MGC', 'Pharmaceuticals', 'new', 'agreement', 'Anden', 'Bio', 'Naturals', 'produce', 'supply', 'white', 'labelled', 'cannabis', 'based', 'medicinal', 'product']",2020-01-27,snippet
MGC Pharmaceuticals has surpassed 600 patients that have prescribed for or will be prescribing for its medical cannabis based products,"['MGC', 'Pharmaceuticals', 'surpassed', '600', 'patient', 'prescribed', 'prescribing', 'medical', 'cannabis', 'based', 'product']",2019-10-16,snippet
Madison Williamson 15 has been taking medical cannabis as part of her treatment for epilepsy for the past 10 months and hasn t had a seizure,"['Madison', 'Williamson', '15', 'taking', 'medical', 'cannabis', 'part', 'treatment', 'epilepsy', 'past', '10', 'month', 'seizure']",2019-10-12,snippet
Commonwealth legislation making medicinal cannabis a controlled prescription drug comes into effect on Tuesday forcing States to decide whether,"['Commonwealth', 'legislation', 'making', 'medicinal', 'cannabis', 'controlled', 'prescription', 'drug', 'come', 'effect', 'Tuesday', 'forcing', 'States', 'decide', 'whether']",2016-10-27,snippet
AusCann is educating local doctors on the benefits of medical marijuana ahead of its production facility opening in WA,"['AusCann', 'educating', 'local', 'doctor', 'benefit', 'medical', 'marijuana', 'ahead', 'production', 'facility', 'opening', 'WA']",2018-01-03,snippet
A NSW inquiry is examining a bill designed to give medicinal cannabis users a defence against drug driving charges for taking their,"['A', 'NSW', 'inquiry', 'examining', 'bill', 'designed', 'give', 'medicinal', 'cannabis', 'user', 'defence', 'drug', 'driving', 'charge', 'taking']",2022-06-15,snippet
New Victorian MPs are heaping pressure on the government to let unimpaired medicinal cannabis users behind the wheel with traces of the drug,"['New', 'Victorian', 'MPs', 'heaping', 'pressure', 'government', 'let', 'unimpaired', 'medicinal', 'cannabis', 'user', 'behind', 'wheel', 'trace', 'drug']",2023-02-21,snippet
MGC Pharmaceuticals will distribute its medical cannabis products in Brazil under an agreement with ONIX Empreendimentos e Participações,"['MGC', 'Pharmaceuticals', 'distribute', 'medical', 'cannabis', 'product', 'Brazil', 'agreement', 'ONIX', 'Empreendimentos', 'e', 'Participações']",2019-06-18,snippet
Although they originated from similar plants medical cannabis and recreational marijuana had little in common Many people are surprised to,"['Although', 'originated', 'similar', 'plant', 'medical', 'cannabis', 'recreational', 'marijuana', 'little', 'common', 'Many', 'people', 'surprised']",2018-01-19,snippet
Geraldton MP Ian Blayney wants WA to become a leader in the growth and processing of medicinal cannabis,"['Geraldton', 'MP', 'Ian', 'Blayney', 'want', 'WA', 'become', 'leader', 'growth', 'processing', 'medicinal', 'cannabis']",2016-11-01,snippet
Two medicinal cannabis clinics have been fined by the Therapeutic Goods Administration for unlawfully advertising their products,"['Two', 'medicinal', 'cannabis', 'clinic', 'fined', 'Therapeutic', 'Goods', 'Administration', 'unlawfully', 'advertising', 'product']",2022-10-31,snippet
The global medicinal cannabis therapeutics market is expected to be worth 55 billion by 2024,"['The', 'global', 'medicinal', 'cannabis', 'therapeutic', 'market', 'expected', 'worth', '55', 'billion', '2024']",2021-02-24,snippet
MGC Pharmaceuticals has unveiled a new medicinal cannabis based line for Australian and New Zealand markets to be called Mercury Pharma,"['MGC', 'Pharmaceuticals', 'unveiled', 'new', 'medicinal', 'cannabis', 'based', 'line', 'Australian', 'New', 'Zealand', 'market', 'called', 'Mercury', 'Pharma']",2020-01-07,snippet
The federal government is putting 3 million towards researching how medicinal cannabis can be used to combat cancer pain and other side,"['The', 'federal', 'government', 'putting', '3', 'million', 'towards', 'researching', 'medicinal', 'cannabis', 'used', 'combat', 'cancer', 'pain', 'side']",2019-10-05,snippet
Medicinal cannabis company MGC Pharmaceuticals has inked a new supply agreement that will generate immediate revenue streams from THC,"['Medicinal', 'cannabis', 'company', 'MGC', 'Pharmaceuticals', 'inked', 'new', 'supply', 'agreement', 'generate', 'immediate', 'revenue', 'stream', 'THC']",2020-01-20,snippet
The proposed overhaul is being described as the missing link in legalising medical marijuana in Australia Growing cannabis for medical and,"['The', 'proposed', 'overhaul', 'described', 'missing', 'link', 'legalising', 'medical', 'marijuana', 'Australia', 'Growing', 'cannabis', 'medical']",2015-10-16,snippet
PATIENTS looking forward to legally accessing medicinal cannabis are now being forced to again consider illegal means,"['PATIENTS', 'looking', 'forward', 'legally', 'accessing', 'medicinal', 'cannabis', 'forced', 'consider', 'illegal', 'mean']",2017-03-22,snippet
Today the Poulter family of five joined a push by WA Labor Leader Mark McGowan for medicinal cannabis to be prescribed in strictly controlled,"['Today', 'Poulter', 'family', 'five', 'joined', 'push', 'WA', 'Labor', 'Leader', 'Mark', 'McGowan', 'medicinal', 'cannabis', 'prescribed', 'strictly', 'controlled']",2014-10-05,snippet
Cannabis cough lollies and a variety of products harnessing the medicinal properties of marijuana could soon be produced by Australia s,"['Cannabis', 'cough', 'lolly', 'variety', 'product', 'harnessing', 'medicinal', 'property', 'marijuana', 'could', 'soon', 'produced', 'Australia']",2021-03-19,snippet
It s been an impressive buy up covering everything from medicinal cannabis to Canadian nickel from Queensland islands to pastoral,"['It', 'impressive', 'buy', 'covering', 'everything', 'medicinal', 'cannabis', 'Canadian', 'nickel', 'Queensland', 'island', 'pastoral']",2021-12-29,snippet
WA upper house MP Brian Walker has resigned from a new role at an ASX listed medicinal cannabis company over potential conflict of interest,"['WA', 'upper', 'house', 'MP', 'Brian', 'Walker', 'resigned', 'new', 'role', 'ASX', 'listed', 'medicinal', 'cannabis', 'company', 'potential', 'conflict', 'interest']",2021-11-08,snippet
Doctors say stigma is stopping some West Australians from trying medical cannabis seven months after the State Government introduced,"['Doctors', 'say', 'stigma', 'stopping', 'West', 'Australians', 'trying', 'medical', 'cannabis', 'seven', 'month', 'State', 'Government', 'introduced']",2020-07-31,snippet
Whilst some other ASX listed medical marijuana companies are still trying to fully understand the opportunities around medicinal cannabis,"['Whilst', 'ASX', 'listed', 'medical', 'marijuana', 'company', 'still', 'trying', 'fully', 'understand', 'opportunity', 'around', 'medicinal', 'cannabis']",2018-07-12,snippet
Driving with THC in the system the psychoactive substance in medicinal cannabis is illegal in Queensland Daily News QLD is set to review,"['Driving', 'THC', 'system', 'psychoactive', 'substance', 'medicinal', 'cannabis', 'illegal', 'Queensland', 'Daily', 'News', 'QLD', 'set', 'review']",2022-08-28,snippet
A doctor has warned a state s current laws are forcing chronically ill people to take addictive prescription medications,"['A', 'doctor', 'warned', 'state', 'current', 'law', 'forcing', 'chronically', 'ill', 'people', 'take', 'addictive', 'prescription', 'medication']",2023-02-21,snippet
The first crop of medical cannabis is being grown in WA by a company that has a former director general of health as an adviser,"['The', 'first', 'crop', 'medical', 'cannabis', 'grown', 'WA', 'company', 'former', 'director', 'general', 'health', 'adviser']",2017-12-14,snippet
MGC Pharmaceuticals has now passed 200 patients that have prescribed for or will be prescribing for its medical cannabis based products,"['MGC', 'Pharmaceuticals', 'passed', '200', 'patient', 'prescribed', 'prescribing', 'medical', 'cannabis', 'based', 'product']",2019-09-17,snippet
Australia has started exporting medicinal cannabis to Europe with the first batch in a decade long 92 million export deal on its way to,"['Australia', 'started', 'exporting', 'medicinal', 'cannabis', 'Europe', 'first', 'batch', 'decade', 'long', '92', 'million', 'export', 'deal', 'way']",2021-01-20,snippet
Perth based Little Green Pharma Australia s first locally grown medicinal cannabis producer has teamed up with Curtin University to,"['Perth', 'based', 'Little', 'Green', 'Pharma', 'Australia', 'first', 'locally', 'grown', 'medicinal', 'cannabis', 'producer', 'teamed', 'Curtin', 'University']",2020-01-13,snippet
The WA based companies hope to advance testing of a suite of medicinal cannabis products designed to treat people with autism spectrum,"['The', 'WA', 'based', 'company', 'hope', 'advance', 'testing', 'suite', 'medicinal', 'cannabis', 'product', 'designed', 'treat', 'people', 'autism', 'spectrum']",2020-11-08,snippet
ASX listed MGC Pharmaceuticals has executed a new and materially better binding heads of agreement to acquire Czech based medical cannabis,"['ASX', 'listed', 'MGC', 'Pharmaceuticals', 'executed', 'new', 'materially', 'better', 'binding', 'head', 'agreement', 'acquire', 'Czech', 'based', 'medical', 'cannabis']",2016-12-14,snippet
Shares in MMJ Phytotech have surged after the Perth based medicinal cannabis company announced a 40 million deal to backdoor list two of,"['Shares', 'MMJ', 'Phytotech', 'surged', 'Perth', 'based', 'medicinal', 'cannabis', 'company', 'announced', '40', 'million', 'deal', 'backdoor', 'list', 'two']",2016-09-27,snippet
ASX listed medicinal cannabis player MGC Pharmaceuticals has snared a key UK distribution agreement with leading UK medicinal cannabis,"['ASX', 'listed', 'medicinal', 'cannabis', 'player', 'MGC', 'Pharmaceuticals', 'snared', 'key', 'UK', 'distribution', 'agreement', 'leading', 'UK', 'medicinal', 'cannabis']",2020-08-16,snippet
THERE could be light at the end of the tunnel for patients battling red tape to acquire medicinal cannabis with plans to make it available,"['THERE', 'could', 'light', 'end', 'tunnel', 'patient', 'battling', 'red', 'tape', 'acquire', 'medicinal', 'cannabis', 'plan', 'make', 'available']",2018-04-10,snippet
MGC Pharmaceuticals is collaborating with the Slovenian Institute of Hop Research and Brewing on a large scale medical cannabis research,"['MGC', 'Pharmaceuticals', 'collaborating', 'Slovenian', 'Institute', 'Hop', 'Research', 'Brewing', 'large', 'scale', 'medical', 'cannabis', 'research']",2019-08-26,snippet
Medical marijuana player MGC Pharma said in a market update last week that an interim licence for its European medicinal cannabis production,"['Medical', 'marijuana', 'player', 'MGC', 'Pharma', 'said', 'market', 'update', 'last', 'week', 'interim', 'licence', 'European', 'medicinal', 'cannabis', 'production']",2018-01-28,snippet
Australian women with endometriosis are illicitly using cannabis to ease their pain despite being able to access legal medical cannabis,"['Australian', 'woman', 'endometriosis', 'illicitly', 'using', 'cannabis', 'ease', 'pain', 'despite', 'able', 'access', 'legal', 'medical', 'cannabis']",2022-01-09,snippet
Armando Formica s son Xavier received one of the only medicinal cannabis prescriptions available in WA after suffering 13 000 seizures in a,"['Armando', 'Formica', 'son', 'Xavier', 'received', 'one', 'medicinal', 'cannabis', 'prescription', 'available', 'WA', 'suffering', '13', '000', 'seizure']",2017-12-21,snippet
The medical cannabis group has announced a sudden board revamp that includes the departure of founder and chairman Mal Washer,"['The', 'medical', 'cannabis', 'group', 'announced', 'sudden', 'board', 'revamp', 'includes', 'departure', 'founder', 'chairman', 'Mal', 'Washer']",2019-10-27,snippet
Medicinal cannabis can have negative side effects and there is little evidence of its medical benefits WA s top public health official said,"['Medicinal', 'cannabis', 'negative', 'side', 'effect', 'little', 'evidence', 'medical', 'benefit', 'WA', 'top', 'public', 'health', 'official', 'said']",2016-10-28,snippet
A Perth based medical cannabis research company is banking on its science driven and data focused approach when it makes its ASX debut,"['A', 'Perth', 'based', 'medical', 'cannabis', 'research', 'company', 'banking', 'science', 'driven', 'data', 'focused', 'approach', 'make', 'ASX', 'debut']",2020-02-11,snippet
Medicinal cannabis company MMJ Phytotech has raised 4 million in a placement as it moves to spin off its two subsidiaries into a Toronto,"['Medicinal', 'cannabis', 'company', 'MMJ', 'Phytotech', 'raised', '4', 'million', 'placement', 'move', 'spin', 'two', 'subsidiary', 'Toronto']",2016-10-10,snippet
Rules making it harder for dying patients to access medicinal cannabis have been overturned by the Senate,"['Rules', 'making', 'harder', 'dying', 'patient', 'access', 'medicinal', 'cannabis', 'overturned', 'Senate']",2017-06-13,snippet
Australia could have a healthy stock of medicinal cannabis within eight weeks with the federal government to ease importation laws to meet,"['Australia', 'could', 'healthy', 'stock', 'medicinal', 'cannabis', 'within', 'eight', 'week', 'federal', 'government', 'ease', 'importation', 'law', 'meet']",2017-02-21,snippet
MGC Pharmaceuticals has received a 50 increase in medical cannabis orders from repeat and new prescriptions,"['MGC', 'Pharmaceuticals', 'received', '50', 'increase', 'medical', 'cannabis', 'order', 'repeat', 'new', 'prescription']",2019-06-12,snippet
ASX listed MGC Pharmaceuticals proposed Maltese medical marijuana facility is a step closer to becoming a reality after laws legalising,"['ASX', 'listed', 'MGC', 'Pharmaceuticals', 'proposed', 'Maltese', 'medical', 'marijuana', 'facility', 'step', 'closer', 'becoming', 'reality', 'law', 'legalising']",2018-05-21,snippet
AusCann is educating local doctors on the benefits of medical marijuana ahead of its production facility opening in WA,"['AusCann', 'educating', 'local', 'doctor', 'benefit', 'medical', 'marijuana', 'ahead', 'production', 'facility', 'opening', 'WA']",2017-08-08,snippet
ASX listed MGC Pharmaceuticals will fast track development of its Australian facilities to grow and cultivate medicinal marijuana after the,"['ASX', 'listed', 'MGC', 'Pharmaceuticals', 'fast', 'track', 'development', 'Australian', 'facility', 'grow', 'cultivate', 'medicinal', 'marijuana']",2018-01-05,snippet
MGC Pharmaceuticals has formed a research partnership with the Royal Melbourne Institute of Technology and The Hebrew University of,"['MGC', 'Pharmaceuticals', 'formed', 'research', 'partnership', 'Royal', 'Melbourne', 'Institute', 'Technology', 'The', 'Hebrew', 'University']",2018-11-18,snippet
over potential conflict of interests concerns after he was appointed strategic consultant to an ASX listed medicinal cannabis company,"['potential', 'conflict', 'interest', 'concern', 'appointed', 'strategic', 'consultant', 'ASX', 'listed', 'medicinal', 'cannabis', 'company']",2021-11-06,snippet
Medical cannabis company in partnership with soon to be listed CannPal Medicinal cannabis with extracted oil in a bottle,"['Medical', 'cannabis', 'company', 'partnership', 'soon', 'listed', 'CannPal', 'Medicinal', 'cannabis', 'extracted', 'oil', 'bottle']",2017-03-27,snippet
ASX listed MGC Pharmaceuticals has completed the acquisition of Czech based medical cannabis company Panax Pharma enabling MGC to,"['ASX', 'listed', 'MGC', 'Pharmaceuticals', 'completed', 'acquisition', 'Czech', 'based', 'medical', 'cannabis', 'company', 'Panax', 'Pharma', 'enabling', 'MGC']",2017-02-07,snippet
coach Alastair Clarkson is joining the advisory board of a sports science company that is developing medicinal cannabis for treatment,"['coach', 'Alastair', 'Clarkson', 'joining', 'advisory', 'board', 'sport', 'science', 'company', 'developing', 'medicinal', 'cannabis', 'treatment']",2021-11-10,snippet
MORE than 100 approvals have been issued for doctors in Queensland to prescribe medicinal cannabis since it became legal in March last year,"['MORE', '100', 'approval', 'issued', 'doctor', 'Queensland', 'prescribe', 'medicinal', 'cannabis', 'since', 'became', 'legal', 'March', 'last', 'year']",2018-09-19,snippet
Doctors are not prescribing medical cannabis to their cancer patients because they are not convinced it works according to an Australian,"['Doctors', 'prescribing', 'medical', 'cannabis', 'cancer', 'patient', 'convinced', 'work', 'according', 'Australian']",2017-10-19,snippet
New medical cannabis manufacturing facilities in the South West have been awarded 300000 in State Government funding,"['New', 'medical', 'cannabis', 'manufacturing', 'facility', 'South', 'West', 'awarded', '300000', 'State', 'Government', 'funding']",2020-08-05,snippet
A WA medicinal cannabis producer is on track to release its first products within a year as work on a major cultivation and manufacturing,"['A', 'WA', 'medicinal', 'cannabis', 'producer', 'track', 'release', 'first', 'product', 'within', 'year', 'work', 'major', 'cultivation', 'manufacturing']",2021-07-26,snippet
The Australian government has begun subsidising a medicinal cannabis treatment for the first time to deal with a rare epilepsy condition,"['The', 'Australian', 'government', 'begun', 'subsidising', 'medicinal', 'cannabis', 'treatment', 'first', 'time', 'deal', 'rare', 'epilepsy', 'condition']",2021-04-29,snippet
UPDATE 1 30pm Medicinal cannabis company MMJ Phytotech has announced a 5 million institutional placement to accelerate its entry to the,"['UPDATE', '1', '30pm', 'Medicinal', 'cannabis', 'company', 'MMJ', 'Phytotech', 'announced', '5', 'million', 'institutional', 'placement', 'accelerate', 'entry']",2016-02-29,snippet
MEDICINAL cannabis is no better than conventional drugs for treating children with severe epilepsy according to a top Victorian doctor,"['MEDICINAL', 'cannabis', 'better', 'conventional', 'drug', 'treating', 'child', 'severe', 'epilepsy', 'according', 'top', 'Victorian', 'doctor']",2017-10-28,snippet
A University of Sydney paper argues the risks of driving after taking medicinal cannabis would be lower than driving on other commonly,"['A', 'University', 'Sydney', 'paper', 'argues', 'risk', 'driving', 'taking', 'medicinal', 'cannabis', 'would', 'lower', 'driving', 'commonly']",2021-06-11,snippet
MGC Pharmaceuticals is set to kick off a controlled trial to discover if its medical cannabis product for the treatment of drug resistant,"['MGC', 'Pharmaceuticals', 'set', 'kick', 'controlled', 'trial', 'discover', 'medical', 'cannabis', 'product', 'treatment', 'drug', 'resistant']",2019-08-22,snippet
